magnitude,cdi,mmi,alert,tsunami,sig,nst,dmin,gap,depth
0.21489057970230746,0.9627157451629457,0.7990137642988554,green,0.6228642438129963,-0.32958814197472125,0.5101711332179155,-0.779841323959663,-0.40401918529507824,-0.49847476399258994
-0.023557523443300282,-0.3802322690979701,-1.0850243731103772,green,-1.6054862836214303,-0.4174787410156085,0.37956872180126616,-0.09890604901666639,0.30158592617830815,-0.433565424419785
0.21489057970230746,-0.715969272663199,-1.7130370855801214,green,0.6228642438129963,-0.36421171129385865,0.7278418189123312,0.25581372211642944,-0.362513002267232,2.8355049504287546
0.9302348891391328,-0.04449526553274114,-0.457011660640633,green,0.6228642438129963,-0.1564702953790342,0.7423531979586256,-0.24301095603948664,-0.23799445318369322,-0.36275523579490687
-0.7389018328801277,-1.7231802833588858,-2.3410497980498657,green,0.6228642438129963,-0.5905965876112955,0.6117507865419762,0.9973205651212159,0.011042644983384338,3.1037811517322096
0.21489057970230746,-0.3802322690979701,-1.7130370855801214,green,0.6228642438129963,-0.36421171129385865,0.6915633712965953,0.8310456724025772,-0.030463538044461922,3.313473723646682
-0.26200562658891013,-1.387443279793657,-1.7130370855801214,green,0.6228642438129963,-0.48139917668170834,0.6480292341577122,0.8706349325736815,-0.19648827015584697,3.1386846738752223
-0.5004537297345178,0.6269787415977167,0.17100105182911118,green,0.6228642438129963,-0.25235094887818393,0.7133304398660368,-0.5256782736611724,0.4261044752618469,-0.4630696696801509
-0.26200562658891013,0.9627157451629457,0.7990137642988554,yellow,0.6228642438129963,0.7650493188072384,0.9310011255604526,-0.1353281683740825,2.708944541793391,-0.4630696696801509
1.645579198575958,1.2984527487281745,1.4270264767685996,yellow,0.6228642438129963,2.416327240181484,1.6275473197825825,-0.5248864884577503,1.754302332152927,-0.4221000747116068
-0.023557523443300282,1.2984527487281745,2.0550391892383435,yellow,0.6228642438129963,-0.012649315130309573,1.22122870648634,-0.8225977249444558,0.30158592617830815,-0.5220781602008826
-0.9773499360257355,0.6269787415977167,0.7990137642988554,green,0.6228642438129963,-0.3615483598077711,0.9527681941298941,-0.8111168394948355,1.1317095867352334,-0.5220781602008826
0.21489057970230746,0.6269787415977167,-0.457011660640633,green,0.6228642438129963,-0.3482316023773337,1.0543478474539547,0.19722161706319483,0.758153939484617,0.2273296694124107
1.645579198575958,0.9627157451629457,1.4270264767685996,yellow,0.6228642438129963,0.19509210078451486,1.6348030093057297,0.2688781779728939,-0.6115501004343096,0.103411839318874
-0.7389018328801277,1.2984527487281745,1.4270264767685996,orange,-1.6054862836214303,0.4028335166993393,0.6843076817734481,2.365525396634586,0.30158592617830815,-0.5102764620967363
-0.7389018328801277,0.6269787415977167,0.17100105182911118,green,0.6228642438129963,-0.5852698846391206,0.15464234658370332,1.114108882625974,0.30158592617830815,-0.40406117915941914
0.21489057970230746,1.2984527487281745,1.4270264767685996,yellow,0.6228642438129963,1.223145774414287,0.7641202665280672,1.107378708396886,-0.19648827015584697,-0.3820569130442383
-0.9773499360257355,-0.715969272663199,-2.3410497980498657,green,-1.6054862836214303,-0.6358735628747829,1.373598186472431,-0.18996134741020662,0.17706737709476938,3.0935490794759146
0.691786785993525,0.6269787415977167,-0.457011660640633,green,0.6228642438129963,-0.041946181477272,0.7060747503428897,0.006005490436760455,0.5506230243453857,0.8115137255676551
-0.023557523443300282,-1.051706276228428,-0.457011660640633,green,0.6228642438129963,-0.42280544398778347,0.5827280284493874,-0.8344745029957871,0.758153939484617,-0.5220781602008826
-0.26200562658891013,0.2912417380324878,-0.457011660640633,green,0.6228642438129963,-0.3455682508912462,0.8366771617595391,-0.3855322926554627,0.1355611940669231,0.7171001407344842
-0.7389018328801277,0.2912417380324878,-0.457011660640633,green,0.6228642438129963,-0.3455682508912462,-0.3387445409903055,-0.6195048202666898,2.7919569078490833,-0.42176372631563863
0.21489057970230746,0.2912417380324878,-1.0850243731103772,green,0.6228642438129963,-0.34290489940515867,-0.3387445409903055,0.08953882939779079,-0.030463538044461922,-0.5220781602008826
-0.023557523443300282,0.2912417380324878,-1.0850243731103772,green,0.6228642438129963,-0.409488686557346,-0.3387445409903055,0.08637168858410244,0.6336353904010782,-0.5220781602008826
-0.5004537297345178,0.9627157451629457,0.7990137642988554,green,0.6228642438129963,-0.2283807855033965,-0.3387445409903055,-0.8669376963360927,0.21857356012261564,-0.4394662734718582
0.9302348891391328,1.2984527487281745,1.4270264767685996,red,0.6228642438129963,4.009011428861805,-0.3387445409903055,0.18099002039304202,0.09405501103907686,-0.3391518395866142
-0.5004537297345178,1.2984527487281745,0.17100105182911118,green,-1.6054862836214303,-0.4893892311399708,-0.3387445409903055,-0.11513764568681918,0.6751415734289244,-0.41586287726356547
-0.7389018328801277,-1.051706276228428,0.7990137642988554,green,0.6228642438129963,-0.5905965876112955,-0.3387445409903055,-0.6539474766155509,0.7996601225124632,-0.4394662734718582
-0.26200562658891013,-1.051706276228428,-1.7130370855801214,green,0.6228642438129963,-0.4787358251956208,-0.3387445409903055,1.3069085796592528,-0.6115501004343096,2.5758675921375347
-0.9773499360257355,0.9627157451629457,0.17100105182911118,green,-1.6054862836214303,-0.5373295578895456,-0.3387445409903055,0.21662035454703596,-0.19648827015584697,0.06800674500643494
-0.9773499360257355,0.6269787415977167,-1.0850243731103772,green,0.6228642438129963,-0.6412002658469579,-0.3387445409903055,-0.5506195075689682,1.2562281358187721,-0.533879858305029
-0.7389018328801277,0.9627157451629457,0.17100105182911118,green,-1.6054862836214303,-0.28431116671123385,-0.3387445409903055,-0.024082347293278954,-0.19648827015584697,-0.3863586320031996
-0.7389018328801277,0.9627157451629457,-0.457011660640633,green,0.6228642438129963,-0.5799431816669456,-0.3387445409903055,-0.780633109163085,0.9241786715960021,-0.46897051873222406
-0.26200562658891013,0.6269787415977167,0.17100105182911118,green,0.6228642438129963,-0.430795498446046,-0.3387445409903055,-0.6171294646564237,1.422252867930157,-0.4630696696801509
-0.7389018328801277,0.2912417380324878,0.17100105182911118,green,-1.6054862836214303,0.2243889671314773,-0.3387445409903055,-0.5189480994320846,-0.23799445318369322,-0.45716882062807773
-0.7389018328801277,1.2984527487281745,1.4270264767685996,orange,-1.6054862836214303,0.320269620630627,-0.3387445409903055,0.0816209773635699,-0.5700439174064633,-0.5043756130446632
0.9302348891391328,0.9627157451629457,0.7990137642988554,green,-1.6054862836214303,0.07790463539666519,-0.3387445409903055,0.48859857192252365,-0.32100681923938573,0.3954448589059755
0.9302348891391328,1.2984527487281745,-0.457011660640633,green,0.6228642438129963,-0.10053991417119684,-0.3387445409903055,-0.5755607414767641,0.21857356012261564,-0.4968815347485302
1.4071310954303504,0.9627157451629457,1.4270264767685996,yellow,0.6228642438129963,0.5386644424898015,-0.3387445409903055,0.9787136128407966,0.5506230243453857,0.16242032983960578
-0.7389018328801277,0.6269787415977167,-1.0850243731103772,green,0.6228642438129963,-0.5426562608617207,-0.3387445409903055,0.3088633307457094,-0.48703155135077075,-0.5102764620967363
-0.023557523443300282,0.9627157451629457,0.17100105182911118,green,0.6228642438129963,0.27499264536713963,-0.3387445409903055,-0.9813506582305846,-1.1096242967684646,-0.2766028396346385
-0.023557523443300282,-0.3802322690979701,-1.7130370855801214,green,0.6228642438129963,-0.404161983585171,-0.3387445409903055,0.9102241927447858,0.17706737709476938,2.5758675921375347
0.9302348891391328,-0.3802322690979701,-1.0850243731103772,green,0.6228642438129963,-0.17511375578164665,-0.3387445409903055,0.7973948012571385,0.21857356012261564,2.5286607997209494
-0.9773499360257355,0.6269787415977167,-0.457011660640633,green,0.6228642438129963,-0.5533096668060706,-0.3387445409903055,-0.5882293047315175,3.622080568406009,-0.45716882062807773
0.21489057970230746,0.9627157451629457,1.4270264767685996,red,0.6228642438129963,4.293990037873167,-0.3387445409903055,-0.9536381761108116,0.6751415734289244,-0.4630696696801509
0.4533386828479152,-1.387443279793657,-1.0850243731103772,green,0.6228642438129963,-0.30828133008602127,-0.3387445409903055,2.8980009459359404,0.21857356012261564,-0.5456815564091754
